
映像名称                       PID 会话名              会话#       内存使用  状态            用户名                                                 CPU 时间 窗口标题                                                                
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0          8 K Unknown         NT AUTHORITY\SYSTEM                                   714:21:54 暂缺                                                                    
Microsoft.Photos.exe         23076 Console                    1      1,760 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:03 暂缺                                                                    
RuntimeBroker.exe            11712 Console                    1     21,568 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:01 暂缺                                                                    
Godot_v3.5.1-stable_mono_     6220 Console                    1  1,588,152 K Running         DESKTOP-CBSK60R\OCEAN                                   0:01:53 main.tscn - Multiplayer RPC 3.x - Godot Engine                          
svchost.exe                  19080 Services                   0      7,332 K Unknown         暂缺                                                    0:00:03 暂缺                                                                    
SearchUI.exe                  3088 Console                    1     96,676 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:17 搜索                                                                    
dwm.exe                        332 Console                    1    125,040 K Running         暂缺                                                    0:29:59 DWM Notification Window                                                 
sublime_text.exe             14392 Console                    1    500,940 K Running         DESKTOP-CBSK60R\OCEAN                                   0:18:05 scenetree3.gd (Godot) - Sublime Text (UNREGISTERED)                     
plugin_host-3.3.exe          15688 Console                    1     47,336 K Unknown         DESKTOP-CBSK60R\OCEAN                                   2:28:59 暂缺                                                                    
plugin_host-3.8.exe          21432 Console                    1     19,708 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:22 暂缺                                                                    
RuntimeBroker.exe             3328 Console                    1     14,852 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
MicrosoftEdge.exe            24080 Console                    1     55,096 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:01 Microsoft Edge                                                          
browser_broker.exe            9800 Console                    1      7,576 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 OleMainThreadWndName                                                    
MicrosoftEdgeSH.exe          23120 Console                    1     10,892 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
MicrosoftEdgeCP.exe          16264 Console                    1     21,660 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 Microsoft Edge                                                          
Video.UI.exe                 23016 Console                    1        368 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
RuntimeBroker.exe             8752 Console                    1      6,452 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
Godot_v4.0-rc1_mono_win64    19720 Console                    1    172,108 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:27 world.tscn - Multiplayer Bomber - Godot Engine                          
clangd.exe                    2616 Console                    1     16,520 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 C:\llvm\bin\clangd.exe                                                  
conhost.exe                  22252 Console                    1      7,352 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
chrome.exe                   24228 Console                    1     78,956 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:02 暂缺                                                                    
chrome.exe                   12948 Console                    1     96,044 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:12 暂缺                                                                    
svchost.exe                  16272 Services                   0     17,396 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
chrome.exe                    3176 Console                    1     28,060 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
Taskmgr.exe                  20760 Console                    1     65,904 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:34 任务管理器                                                              
svchost.exe                  13544 Services                   0      7,848 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
WmiPrvSE.exe                 20640 Services                   0      9,104 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
tasklist.exe                 22940 Console                    1     10,968 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
